"","Item_Identifier","Outlet_Identifier","Sale_preds_reg"
"80","FDA14","OUT013",2305.36470143655
"81","DRC24","OUT035",2559.73268229389
"82","FDW21","OUT018",1402.74481120333
"83","NCH29","OUT046",1576.10968736968
"84","FDU58","OUT013",3073.3649768525
"85","FDY27","OUT017",3070.40320172735
"86","FDV56","OUT035",1986.15827742983
"87","FDT59","OUT046",3665.91485281493
"88","FDB23","OUT046",3652.17020607836
"89","FDR49","OUT045",883.588432253484
"90","FDB03","OUT010",2034.32644422159
"91","FDN39","OUT045",2799.57573150779
"92","FDX02","OUT027",4940.63111887651
"93","FDQ16","OUT027",3163.81051321748
"94","FDU35","OUT018",1332.56201313221
"95","NCT29","OUT013",1979.64772059761
"96","FDZ27","OUT046",783.210242947423
"97","FDN57","OUT017",2508.56063689263
"98","FDA03","OUT018",2053.6795517563
"99","FDZ36","OUT045",3097.71228875896
"100","NCU05","OUT013",1343.92056223751
"101","FDT39","OUT018",2196.97344190189
"102","FDK60","OUT017",1880.66371380702
"103","FDZ25","OUT017",3048.43370871409
"104","FDG12","OUT046",2024.5992653466
"105","DRB01","OUT019",1098.63801047773
"106","NCC43","OUT027",5359.3045735501
"107","FDX13","OUT019",2058.65238047883
"108","FDM22","OUT049",1021.52839623884
"109","FDJ03","OUT027",2268.44375858788
"110","FDU14","OUT018",3644.46667251586
"111","FDB33","OUT010",838.534618547109
"112","FDP27","OUT046",3010.01076328181
"113","FDO38","OUT010",-476.918045728702
"114","FDE28","OUT027",5114.97360435153
"115","FDO27","OUT035",1697.96533356931
"116","DRL23","OUT027",3188.29974534666
"117","FDS28","OUT046",943.292513282169
"118","FDX24","OUT013",1547.285104596
"119","FDZ02","OUT035",1716.0624762741
"120","FDL46","OUT045",1967.82673005786
"121","FDS60","OUT027",4298.95727417457
"122","NCO06","OUT017",792.482675903586
"123","FDO16","OUT035",1510.0141036025
"124","FDC60","OUT049",1548.41830107293
"125","FDA48","OUT018",3193.33566140099
"126","FDZ36","OUT027",4472.72413618638
"127","FDK27","OUT045",2054.3390546329
"128","FDW23","OUT018",383.537251392724
"129","FDM14","OUT018",1535.72168807983
"130","FDM14","OUT013",1814.06939231804
"131","FDW60","OUT018",2611.96650477058
"132","FDE21","OUT013",1944.17591468438
"133","NCM42","OUT035",1879.46404626843
"134","FDY59","OUT010",-208.00775924659
"135","DRI49","OUT049",1356.14596310653
"136","FDT28","OUT019",482.273429982384
"137","FDQ22","OUT018",394.809352873034
"138","FDR60","OUT049",1325.99463494726
"139","FDC50","OUT019",-384.064802208675
"140","FDV24","OUT013",2443.58457610904
"141","DRF48","OUT010",1250.89522820397
"142","FDQ47","OUT046",648.332809375855
"143","DRN36","OUT049",1646.24457549152
"144","NCY06","OUT035",2163.7193712097
"145","FDE52","OUT035",1610.67530434548
"146","NCB54","OUT045",2130.75042371934
"147","NCF31","OUT035",2543.25926513753
"148","FDJ08","OUT027",4476.49114527261
"149","NCC07","OUT017",1954.93321991214
"150","NCD19","OUT027",2320.0134701872
"151","FDL46","OUT049",2011.84089452759
"152","FDM20","OUT045",4030.63024500343
"153","NCI06","OUT010",1089.2529733136
"154","DRM11","OUT035",4240.09351542403
"155","NCH07","OUT018",2199.24702518667
"156","FDS23","OUT013",2089.97774597725
"157","FDO49","OUT018",607.732556002153
"158","FDS35","OUT049",1163.84648162908
"159","DRK39","OUT045",1409.85740892774
"160","DRI39","OUT049",1011.16534272453
"161","FDV04","OUT017",2786.60456517519
"162","NCN14","OUT035",3009.87717871513
"163","FDH08","OUT013",3732.87167984514
"164","FDS20","OUT046",2942.21075484989
"165","FDV40","OUT049",1314.64434070447
"166","FDZ48","OUT010",22.8343765904699
"167","FDS24","OUT027",2914.99664984966
"168","FDK44","OUT049",2879.94307396303
"169","FDS48","OUT045",2519.95206329023
"170","FDK26","OUT010",1310.00397238284
"171","FDD23","OUT045",3170.30253584281
"172","NCH54","OUT017",2805.1373349889
"173","NCP14","OUT010",-91.9542607050755
"174","FDM60","OUT010",-1021.89308994987
"175","FDV24","OUT017",2680.47403457049
"176","FDH08","OUT018",3389.15232094049
"177","FDS12","OUT027",3460.05994786503
"178","FDR39","OUT027",4311.06432105429
"179","FDP12","OUT027",2125.44341311927
"180","DRF60","OUT027",5162.55740555239
"181","FDC09","OUT035",1885.66885415024
"182","FDF50","OUT018",2884.79821503771
"183","FDG28","OUT035",4021.39311095353
"184","NCE19","OUT017",1151.51103633154
"185","NCM53","OUT010",-12.3704963783559
"186","NCN18","OUT049",1865.06193560094
"187","FDF32","OUT035",3328.19350766754
"188","FDF11","OUT013",3900.76589937622
"189","DRI59","OUT049",3669.31312043782
"190","NCG54","OUT035",2796.35433934705
"191","FDM44","OUT046",1676.9325619797
"192","FDT57","OUT018",3459.26536496562
"193","FDV24","OUT046",2403.54196364744
"194","FDI50","OUT019",1789.12123547506
"195","FDS09","OUT035",1029.15302593784
"196","NCC31","OUT027",3887.30205090277
"197","FDQ07","OUT019",1626.58807000149
"198","FDC22","OUT017",3334.6577897656
"199","FDZ56","OUT046",2734.16626122521
"200","FDZ40","OUT019",-1020.13115191604
"201","FDS46","OUT027",3388.13328225067
"202","DRD24","OUT045",2329.50920967536
"203","FDV45","OUT017",3270.69613785082
"204","FDL26","OUT045",2604.26631942229
"205","FDA56","OUT018",1745.00325584528
"206","FDN27","OUT046",1900.17943116666
"207","FDM20","OUT049",4008.26768670234
"208","FDO16","OUT017",1614.20136676658
"209","FDL03","OUT035",3297.89369016919
"210","FDE58","OUT046",1869.41171464011
"211","FDI02","OUT027",3308.27979319167
"212","NCC55","OUT019",-1278.53727395897
"213","FDR03","OUT018",3043.27846786588
"214","FDB14","OUT017",1829.84187948621
"215","FDR45","OUT013",3839.48126614291
"216","NCN07","OUT017",2342.51647592703
"217","FDM51","OUT019",-189.029197082825
"218","FDT52","OUT027",5340.8511073208
"219","FDL26","OUT046",2479.95514240769
"220","NCZ42","OUT046",3755.10760724999
"221","DRI47","OUT019",444.363131697559
"222","FDW40","OUT013",2290.4406825825
"223","FDN34","OUT046",2743.91920931198
"224","FDS01","OUT035",3018.10221095426
"225","NCG55","OUT045",1934.95987316792
"226","FDC11","OUT035",1559.35440396131
"227","FDX35","OUT018",3353.24663610859
"228","NCB06","OUT046",2536.16172668061
"229","FDR09","OUT019",2181.77995229815
"230","FDC53","OUT017",1834.1720262343
"231","FDY45","OUT013",4067.72512137362
"232","FDA22","OUT010",950.224303303549
"233","FDE02","OUT035",1694.7215361286
"234","FDW21","OUT045",1784.09246672854
"235","FDV34","OUT046",1254.90201650018
"236","FDS59","OUT049",1909.24567051003
"237","NCW17","OUT017",2325.06039359578
"238","NCK54","OUT046",1854.50300999514
"239","FDG17","OUT019",1988.86361481825
"240","FDG35","OUT017",3112.41390357306
"241","FDD08","OUT010",-1053.23409876942
"242","NCO07","OUT017",3617.3091172313
"243","FDJ10","OUT010",529.092016172686
"244","FDW36","OUT017",1956.71567888598
"245","FDW21","OUT010",-46.631744639473
"246","FDY19","OUT017",2204.70080764838
"247","DRE03","OUT013",789.315816626422
"248","NCC55","OUT049",712.081392266254
"249","FDH52","OUT010",-670.032724519252
"250","FDO09","OUT017",4467.90647096783
"251","FDU43","OUT045",3959.51325141125
"252","FDX09","OUT010",1025.09236511942
"253","FDH40","OUT019",-541.786216598019
"254","FDW58","OUT017",1962.12622587396
"255","FDC47","OUT017",3842.01788930207
"256","NCR41","OUT035",1672.1481419986
"257","DRG49","OUT035",3984.30858175961
"258","FDC52","OUT027",3897.23281543155
"259","FDY13","OUT046",1255.24887490068
"260","FDY35","OUT013",836.325449399144
"261","FDI35","OUT017",3193.8634358878
"262","NCU18","OUT049",2319.42426198583
"263","FDY33","OUT018",2271.05528591318
"264","FDC15","OUT027",3882.67486553347
"265","FDU01","OUT049",3144.30651194513
"266","NCU42","OUT046",2673.61275540369
"267","NCV29","OUT018",2548.91957524033
"268","NCY30","OUT017",3149.26165260107
"269","FDQ46","OUT049",1880.7655122889
"270","FDG58","OUT027",3927.3264483139
"271","FDK33","OUT017",3655.63020315311
"272","NCD07","OUT045",1924.756803549
"273","NCX29","OUT027",3736.24849399908
"274","NCT42","OUT013",2374.15270731744
"275","DRN59","OUT035",914.918810055487
"276","FDI44","OUT035",1449.18788206617
"277","FDA45","OUT049",2886.50104955704
"278","FDP31","OUT045",1222.95713193768
"279","FDY01","OUT046",1889.31917816163
"280","FDT09","OUT018",1896.89351711597
"281","DRH03","OUT027",2960.81301458958
"282","FDA36","OUT018",2708.31325116962
"283","NCF31","OUT017",2687.8450870003
"284","FDG14","OUT049",2586.8149404076
"285","FDG28","OUT027",5349.62527036582
"286","FDU14","OUT049",4014.57674374327
"287","FDY47","OUT019",250.664561041877
"288","FDI56","OUT049",1586.77786033002
"289","DRD01","OUT013",985.786457473522
"290","FDM22","OUT046",965.085680715116
"291","FDH33","OUT013",717.988165852275
"292","DRZ24","OUT013",1901.72614131623
"293","NCQ38","OUT046",1688.42777463354
"294","FDO16","OUT027",2802.04451644631
"295","FDU07","OUT027",3860.91688185136
"296","NCB07","OUT013",3069.93939457854
"297","FDU48","OUT045",2215.64524714672
"298","NCM43","OUT045",2720.61438260589
"299","FDR31","OUT010",643.72389287346
"300","DRK49","OUT018",400.962983991253
"301","NCI30","OUT010",2079.40533736582
"302","DRD60","OUT017",3132.16188394719
"303","NCG19","OUT046",3652.92168273779
"304","FDH12","OUT035",1831.82466827709
"305","FDM32","OUT035",1668.22107819544
"306","FDM27","OUT035",2646.15352877231
"307","NCU53","OUT027",4096.05313194293
"308","NCQ18","OUT046",1539.54614384251
"309","FDS10","OUT013",2871.69084687618
"310","FDB33","OUT027",4002.16203689157
"311","FDI12","OUT013",1461.35549123951
"312","NCW42","OUT013",3495.45350514125
"313","NCC06","OUT018",1752.29051943845
"314","FDW02","OUT017",2308.49642354455
"315","NCD43","OUT017",1934.76854728559
"316","FDM57","OUT018",1103.47947176416
"317","FDA58","OUT017",3999.27474896408
"318","FDK56","OUT046",2952.10816162161
"319","FDP52","OUT045",3791.5628708955
"320","FDW20","OUT018",1748.96853939914
"321","FDS52","OUT049",1710.77129821417
"322","NCT29","OUT018",1635.85826346503
"323","NCL54","OUT013",2792.98664926716
"324","FDC05","OUT045",3251.67547556427
"325","FDF34","OUT035",3315.59375502703
"326","FDP03","OUT027",3488.15314561531
"327","FDD32","OUT010",-309.909676922155
"328","FDZ10","OUT045",2149.94013957291
"329","FDZ40","OUT035",1025.99975890905
"330","FDD51","OUT018",404.893617306175
"331","NCY30","OUT019",931.666405139069
"332","FDP58","OUT017",3693.90942053088
"333","FDV49","OUT017",4486.3339206529
"334","FDY24","OUT019",-1021.06176915241
"335","NCO55","OUT017",1972.42995749029
"336","FDR13","OUT017",2231.92645451256
"337","FDS51","OUT017",1307.66006945854
"338","FDP26","OUT045",1727.55401178296
"339","NCB54","OUT027",3511.96248255726
"340","FDF32","OUT017",3429.17334976404
"341","FDN31","OUT018",2753.05295945486
"342","DRM48","OUT017",851.235951636451
"343","FDN20","OUT049",2825.10873901478
"344","DRL01","OUT046",3720.64668642107
"345","FDV56","OUT049",1913.68657038758
"346","DRH13","OUT027",3167.71762154883
"347","FDA03","OUT017",2606.43153847835
"348","FDF47","OUT027",5005.62745160044
"349","FDX32","OUT046",2400.8448167335
"350","FDX57","OUT049",1694.37468656898
"351","NCA30","OUT045",3063.34281885389
"352","FDO49","OUT013",918.792674841402
"353","FDL04","OUT019",-261.239744847619
"354","DRM48","OUT035",737.88574485092
"355","FDR16","OUT013",3401.75663413169
"356","NCC19","OUT018",2733.85928576396
"357","NCE42","OUT045",3797.62435865058
"358","FDY24","OUT017",1216.34515517395
"359","FDH19","OUT049",2891.88127390377
"360","FDJ46","OUT013",2783.69674208073
"361","FDN45","OUT010",1764.30232263205
"362","FDY08","OUT035",2424.17208156232
"363","FDZ37","OUT035",1636.03922746988
"364","NCT30","OUT045",854.475925322065
"365","DRY23","OUT018",437.981838245308
"366","NCZ30","OUT018",1651.02307931009
"367","FDC44","OUT018",1540.63527721067
"368","FDB45","OUT035",1869.32917767254
"369","FDY04","OUT013",2650.7557680928
"370","FDM27","OUT046",2594.90146472598
"371","FDZ43","OUT017",4166.4278416472
"372","FDT39","OUT019",573.912374678246
"373","NCC06","OUT019",108.380223289035
"374","FDL15","OUT027",3901.22961278227
"375","FDL57","OUT017",4373.57467539377
"376","FDU08","OUT046",1637.24259358822
"377","FDK40","OUT017",4432.42131877454
"378","FDQ12","OUT010",1891.13801279724
"379","FDS48","OUT017",2696.83783651841
"380","FDP09","OUT045",3455.05208698367
"381","FDW21","OUT049",1752.38725361467
"382","FDY25","OUT035",3055.40613160099
"383","DRE13","OUT017",1651.31358064351
"384","FDV43","OUT019",-1156.82321588887
"385","FDD22","OUT045",1878.24193164227
"386","FDM46","OUT019",-464.216477066425
"387","NCO30","OUT010",1171.47270924362
"388","FDM25","OUT046",2816.762246515
"389","NCN41","OUT049",2059.0632824337
"390","FDU24","OUT045",1636.29866532957
"391","FDZ50","OUT046",2917.27942039812
"392","FDP45","OUT013",4045.39658673286
"393","NCM54","OUT045",2085.47026045323
"394","FDW10","OUT019",869.546437683754
"395","FDP20","OUT017",2356.70699400842
"396","FDK32","OUT046",2487.27008181926
"397","FDN52","OUT049",1519.1905243781
"398","FDM58","OUT045",1939.16575572682
"399","FDZ46","OUT027",3219.18665686127
"400","NCA18","OUT018",1569.09268649111
"401","FDD35","OUT046",1991.49599779117
"402","NCK31","OUT035",962.486836399578
"403","FDI40","OUT027",3070.04683467986
"404","FDT50","OUT019",-343.244497947027
"405","NCT06","OUT046",2589.5210886218
"406","FDT31","OUT035",3168.33891499238
"407","FDT45","OUT049",971.682258284135
"408","FDT13","OUT045",3110.10855889606
"409","FDO50","OUT045",1594.86423129127
"410","NCU18","OUT010",466.622438197943
"411","NCR54","OUT049",3143.29325889888
"412","NCO18","OUT018",2528.42991684708
"413","FDU09","OUT045",1071.11546928145
"414","FDT13","OUT018",2738.09092349596
"415","FDE09","OUT046",1850.15069695172
"416","NCK53","OUT019",-267.580285365148
"417","FDG45","OUT049",3527.35363153544
"418","DRH15","OUT035",849.604220498623
"419","FDO21","OUT019",1704.87187130021
"420","FDD14","OUT027",4367.4015664799
"421","FDC09","OUT046",1742.34081321417
"422","FDH45","OUT027",2242.63029903068
"423","FDV32","OUT046",1095.96447817489
"424","FDG12","OUT035",2121.23657857207
"425","FDS32","OUT013",2353.71974790139
"426","NCL55","OUT018",3669.39182471651
"427","DRE01","OUT035",3934.00938298045
"428","DRE15","OUT049",1326.85492616466
"429","NCL42","OUT045",3968.89163566996
"430","FDP31","OUT013",1126.30766996306
"431","FDN33","OUT018",1255.87642623826
"432","FDZ59","OUT046",2659.87154936986
"433","FDE45","OUT010",1128.13503265343
"434","FDJ07","OUT013",1949.03757574561
"435","FDQ45","OUT018",2703.71430895099
"436","FDM33","OUT027",4899.90272125624
"437","FDO15","OUT010",-441.06939195309
"438","FDM46","OUT013",1491.40037613191
"439","FDR03","OUT045",3419.9589017914
"440","FDY49","OUT018",2455.19452259959
"441","FDQ60","OUT045",2042.86341212303
"442","FDW10","OUT049",2901.47840542599
"443","FDO51","OUT049",903.535413417597
"444","FDJ40","OUT018",1495.56916956076
"445","FDS20","OUT018",2652.47357936499
"446","FDU45","OUT013",1880.34990691893
"447","FDV02","OUT035",2796.25999883101
"448","FDN09","OUT046",3826.47003443476
"449","NCM55","OUT027",4390.18084512646
"450","FDN23","OUT018",2081.39111363361
"451","FDY31","OUT010",613.520791642864
"452","FDW03","OUT010",36.1032308685492
"453","FDD14","OUT046",2902.36977387026
"454","FDV23","OUT017",2283.10310845567
"455","DRI03","OUT045",2868.83019552897
"456","FDN13","OUT035",1724.99423051192
"457","FDF45","OUT027",2528.06078621554
"458","FDU46","OUT035",1614.07275052081
"459","FDB57","OUT049",3701.59906655358
"460","FDV12","OUT049",1769.06540911812
"461","FDQ58","OUT013",2448.01558938048
"462","NCA18","OUT017",2103.16370248572
"463","FDH52","OUT049",1148.63900433252
"464","FDM24","OUT018",2161.37351338403
"465","NCP43","OUT027",4315.20522638416
"466","NCO18","OUT019",883.66696035322
"467","FDM32","OUT017",1792.63065360033
"468","NCL07","OUT017",912.593023880819
"469","FDK03","OUT013",4030.90499244201
"470","FDP59","OUT017",1973.2475590355
"471","FDQ24","OUT049",4075.43965129944
"472","FDQ16","OUT018",1462.66438766008
"473","FDU44","OUT013",2666.33746728153
"474","FDH28","OUT010",-1095.74143499262
"475","FDV28","OUT019",-1323.90164207376
"476","FDM22","OUT045",1037.66520449279
"477","FDR56","OUT046",3172.27202931614
"478","FDV39","OUT049",3236.40958448129
"479","FDU37","OUT019",-543.426601951005
"480","FDQ11","OUT010",2388.41704721024
"481","FDX02","OUT045",3597.78295568038
"482","NCS42","OUT018",1183.9109842801
"483","FDY57","OUT027",2996.69857004083
"484","FDB21","OUT049",3927.16846431631
"485","FDE28","OUT017",3909.16764821823
"486","FDQ55","OUT017",2187.05821040409
"487","FDA48","OUT049",3605.31483638962
"488","FDZ19","OUT045",2897.52063814732
"489","NCC43","OUT045",4042.50089208821
"490","NCV18","OUT046",1284.80355224654
"491","NCA42","OUT018",2231.40251115298
"492","FDY45","OUT046",4046.16426548155
"493","NCC30","OUT045",2912.84877131901
"494","FDM57","OUT013",1448.84287474247
"495","FDL09","OUT010",903.811313176856
"496","FDB09","OUT027",3481.4235813813
"497","FDT44","OUT035",2067.72339303136
"498","NCT06","OUT027",4032.31551973289
"499","FDX26","OUT049",2958.00258212339
"500","FDK32","OUT013",2549.08733042131
"501","DRA12","OUT046",2262.33655468363
"502","FDO46","OUT010",1295.62856939792
"503","FDE52","OUT013",1452.89980856224
"504","NCH42","OUT045",3714.42892821756
"505","FDV08","OUT035",899.871372538973
"506","FDB47","OUT018",3048.53055601811
"507","FDC28","OUT010",10.3579894865313
"508","FDD22","OUT046",1808.41834501484
"509","FDS07","OUT027",3319.84760534886
"510","DRI13","OUT045",3519.98776903924
"511","FDG32","OUT018",3243.57381547539
"512","FDU14","OUT017",4194.32449561523
"513","FDD28","OUT019",-951.512997232045
"514","NCP41","OUT017",2041.3163542673
"515","FDS08","OUT049",2915.73881376149
"516","FDX47","OUT045",2672.75034952513
"517","FDC53","OUT019",-279.509027024704
"518","FDQ19","OUT035",4047.64743446128
"519","FDL14","OUT045",2652.51743816304
"520","FDM33","OUT019",1573.8725416977
"521","FDA51","OUT045",1897.03069952409
"522","FDZ27","OUT018",513.750989837718
"523","FDT04","OUT046",658.073312151287
"524","DRC13","OUT049",2126.26996678651
"525","FDR16","OUT027",4853.41574817383
"526","FDQ03","OUT027",5222.77114247832
"527","FDE38","OUT035",2847.70977969739
"528","DRH23","OUT027",2362.41673742577
"529","FDT11","OUT019",1145.38239983009
"530","FDD09","OUT035",3041.25752797877
"531","FDR40","OUT045",1473.75391437805
"532","FDX07","OUT017",3273.94131476096
"533","FDR07","OUT035",1733.20265192094
"534","FDA51","OUT017",2086.95372267939
"535","FDT59","OUT019",1769.50675191262
"536","FDF20","OUT017",3409.51461144187
"537","FDR13","OUT045",2029.4018791569
"538","FDY26","OUT049",3437.38451525934
"539","FDW04","OUT017",2375.55125976631
"540","FDK52","OUT017",3830.40580538606
"541","FDN60","OUT049",2591.22369180658
"542","FDM09","OUT019",836.689647760471
"543","FDP46","OUT049",1508.03236650117
"544","FDB50","OUT019",-634.637861291744
"545","NCQ29","OUT049",4161.52084058529
"546","FDP16","OUT027",5305.87867016282
"547","FDX33","OUT018",2308.44595003914
"548","FDP07","OUT010",1412.04183750254
"549","FDN22","OUT046",3975.49638946319
"550","FDF39","OUT049",4250.6151174742
"551","FDS21","OUT017",1322.39994978001
"552","NCM42","OUT013",1732.58247561827
"553","FDK50","OUT019",744.324403973362
"554","DRF13","OUT027",3776.25411042875
"555","FDH35","OUT018",2355.95222480278
"556","FDP60","OUT018",1330.18452026724
"557","DRJ49","OUT027",3519.92548642359
"558","NCT42","OUT019",445.757241087744
"559","FDE38","OUT049",2800.1226244917
"560","FDI04","OUT049",3261.34544942274
"561","NCH54","OUT045",2574.64782721733
"562","FDT56","OUT049",1130.22083312664
"563","DRD15","OUT018",3359.64001090478
"564","FDV58","OUT013",3110.60945817648
"565","FDP21","OUT049",3115.63861013991
"566","FDH05","OUT013",3720.47322130994
"567","FDR10","OUT027",4026.74235534442
"568","NCP06","OUT045",2449.68442649188
"569","FDF33","OUT049",2011.42663144476
"570","DRK37","OUT013",3016.0223509741
"571","DRH49","OUT045",1458.92951107489
"572","FDT58","OUT013",2679.980284199
"573","FDD41","OUT018",1418.00842156993
"574","FDP40","OUT018",1529.12897258998
"575","FDM51","OUT027",3144.49537192087
"576","FDO45","OUT010",-298.009054022368
"577","FDW33","OUT010",-58.6786008273759
"578","FDY24","OUT045",1070.44461881913
"579","FDB10","OUT010",1996.62752737686
"580","FDM40","OUT035",2351.82807048025
"581","NCI06","OUT017",3115.44597991548
"582","FDW12","OUT019",449.451219377853
"583","FDX48","OUT027",3970.03360575076
"584","NCW05","OUT027",3137.53844061597
"585","FDX27","OUT017",1798.77023709692
"586","DRM37","OUT045",3206.02861170844
"587","FDA38","OUT045",3893.12713396325
"588","FDR36","OUT046",712.094525023653
"589","FDZ45","OUT046",3140.09937641152
"590","FDG05","OUT017",2810.90194895797
"591","FDK28","OUT013",4088.87658801113
"592","FDV47","OUT045",1499.72656746354
"593","FDN21","OUT045",2639.91147373613
"594","FDP20","OUT027",3522.30692505383
"595","FDI35","OUT045",3019.36656448353
"596","DRY23","OUT013",767.831975417728
"597","FDA56","OUT017",2293.10406616698
"598","FDB09","OUT013",2037.03938667424
"599","NCO26","OUT027",3290.24591781537
"600","FDQ49","OUT018",2273.45394348708
"601","FDI52","OUT027",3372.10985436873
"602","FDZ44","OUT027",3373.12810485491
"603","FDZ09","OUT018",2313.64607321381
"604","FDY03","OUT049",1953.84756289399
"605","NCG42","OUT017",2320.75863475811
"606","DRI13","OUT027",4885.7764931304
"607","FDQ32","OUT013",2122.11744154129
"608","FDW16","OUT035",1639.58408841569
"609","FDU27","OUT046",798.417451955408
"610","FDR28","OUT010",880.857744973065
"611","FDQ49","OUT010",832.874540372863
"612","FDS37","OUT046",1904.08025587053
"613","FDW26","OUT018",3203.28903639123
"614","FDX12","OUT018",3587.66006645039
"615","NCP06","OUT013",2399.61749893356
"616","FDW45","OUT010",570.299596878788
"617","NCN30","OUT049",1600.65730562364
"618","FDN24","OUT049",966.594616967989
"619","NCL41","OUT027",2014.01703848787
"620","FDR02","OUT019",-159.463212171201
"621","FDD09","OUT010",1177.51782126041
"622","FDS33","OUT010",-272.724259705875
"623","FDU22","OUT045",2001.303956831
"624","FDI53","OUT013",2615.22485983409
"625","DRH01","OUT049",2850.58847647147
"626","FDX32","OUT013",2377.07747840674
"627","NCP30","OUT018",366.947546942008
"628","FDB60","OUT045",3221.38160210574
"629","FDB14","OUT049",1664.18633718212
"630","NCP02","OUT035",1074.99148187202
"631","FDJ10","OUT017",2536.21605692309
"632","FDG34","OUT046",1832.61224459025
"633","NCB18","OUT017",1665.6450907174
"634","FDM16","OUT049",1340.00240163767
"635","FDW25","OUT018",1127.95303750588
"636","FDB35","OUT010",-199.391054929934
"637","DRN11","OUT013",2290.54723182284
"638","FDF41","OUT019",1955.28056082823
"639","FDH16","OUT045",1509.05211308449
"640","NCQ50","OUT018",3055.73427316566
"641","DRH23","OUT018",637.002602981846
"642","DRJ37","OUT013",2427.1298379807
"643","DRJ24","OUT027",4339.83999545019
"644","FDY16","OUT035",3062.30671557876
"645","FDQ27","OUT045",1850.26719642093
"646","FDZ33","OUT045",2449.3209753893
"647","FDF29","OUT045",2232.96383145271
"648","FDA08","OUT049",2774.51128154416
"649","FDG31","OUT046",1091.84464853563
"650","FDE34","OUT019",1032.34058276439
"651","NCR30","OUT027",2613.79413976417
"652","FDV33","OUT035",4265.73110758323
"653","DRZ24","OUT018",1646.85596175669
"654","NCL54","OUT035",2857.37259525023
"655","FDR12","OUT049",2901.27716481275
"656","NCC54","OUT046",3800.20845277215
"657","DRN59","OUT013",821.900407590321
"658","FDX50","OUT019",-174.649855524502
"659","FDV31","OUT027",4301.09096180311
"660","NCA29","OUT027",4168.50471865815
"661","FDW60","OUT049",2970.95541838847
"662","FDX08","OUT017",3215.9859896575
"663","DRD49","OUT013",3710.87285158783
